"verb","Agency{agent}_Label","Annotator1_raw","Annotator2_raw","Annotator3_raw",,,
"silences","+",1,1,1,,,
"races","+",1,1,0,,,
"lives","=",1,0,-1,,,
"grills","+",0,0,1,,,
"plants","+",1,1,0,,,
"presses","+",1,1,1,,,
"replaces","+",0,1,0,,,
"misunderstands","-",0,0,-1,,,
"thrashes","+",1,1,1,,,
"budges","+",-1,1,1,,,
"animates","=",0,0,0,,,
"reopens","+",1,1,1,,,
"depends on","-",-1,-1,0,,,
"intercepts","+",1,1,1,,,
"evaluates","+",0,1,0,,,
"bruises","+",0,1,0,,,
"flees","+",1,1,0,,,
"whimpers","-",-1,-1,-1,,,
"vaults","+",1,1,1,,,
"lodges","=",0,0,0,,,
"sentences","+",-1,1,1,,,
"leans","+",1,0,0,,,
"ducks","+",1,1,0,,,
"reads","=",0,0,0,,,
"owes","-",-1,-1,0,,,
"wriggles","+",0,1,0,,,
"aches","-",-1,-1,-1,,,
"tenses","+",1,1,0,,,
"renounces","+",1,0,0,,,
"elevates","+",0,1,1,,,
"engrosses","+",1,0,1,,,
"strips","+",1,1,1,,,
"keys","+",1,1,1,,,
"fastens","+",1,1,1,,,
"flows","-",-1,0,0,,,
"dims","+",1,1,1,,,
"levels","+",1,1,1,,,
"uses","+",1,0,1,,,
"falters","-",0,-1,-1,,,
"stashes","+",1,0,1,,,
"deflects","+",1,1,0,,,
"starves","+",0,1,1,,,
"tugs","+",1,0,1,,,
"smothers","+",1,1,0,,,
"unrolls","+",1,1,1,,,
"flirts","+",1,0,1,,,
"bounces","+",0,1,1,,,
"picks","+",1,1,0,,,
"flags","+",1,0,1,,,
"pricks","+",1,0,1,,,
"grins","+",1,0,0,,,
"wedges","+",0,1,1,,,
"plagues","+",1,1,0,,,
"winces","-",-1,1,-1,,,
"exploits","+",1,1,1,,,
"overflows","-",0,0,-1,,,
"arrests","+",1,1,1,,,
"questions","+",0,0,1,,,
"struggles","=",0,1,-1,,,
"crackles","+",1,1,0,,,
"scrunches","+",0,1,1,,,
"cuffs","+",1,1,1,,,
"surprises","+",1,1,0,,,
"excites","+",1,0,0,,,
"signals","+",1,1,0,,,
"wags","+",1,1,0,,,
"guarantees","+",1,1,0,,,
"hates","-",-1,0,-1,,,
"clutches","+",1,1,0,,,
"complains","+",0,1,0,,,
"awakes","+",1,0,0,,,
"demands","+",1,0,0,,,
"defies","+",0,1,1,,,
"matters","-",-1,-1,-1,,,
"devastates","+",0,1,1,,,
"isolates","=",-1,0,1,,,
"projects","=",0,-1,1,,,
"jots","+",1,1,-1,,,
"follows","-",0,0,-1,,,
"glitters","-",-1,0,-1,,,
"translates","+",1,1,0,,,
"shapes","+",1,1,1,,,
"imposes","+",1,1,1,,,
"sifts","+",1,1,0,,,
"borrows","+",1,1,0,,,
"spins","+",1,1,1,,,
"droops","-",-1,-1,-1,,,
"concedes","+",1,0,0,,,
"endorses","+",1,0,0,,,
"brakes","+",1,0,1,,,
"pals","=",1,0,-1,,,
"scuttles","+",1,0,1,,,
"sighs","=",0,-1,1,,,
"erupts","+",1,1,0,,,
"obliges","=",0,1,-1,,,
"prosecutes","+",1,1,1,,,
"contacts","+",0,1,0,,,
"unhooks","+",1,1,-1,,,
"affects","+",1,0,0,,,
"simmers","+",0,1,1,,,
"scrawls","+",0,0,1,,,
"pronounces","+",1,0,0,,,
"tends","+",1,0,0,,,
"forgets","-",-1,0,-1,,,
"centers on","+",1,-1,1,,,
"magnifies","+",0,1,0,,,
"jumps","+",1,0,1,,,
"dictates","+",0,1,1,,,
"obscures","+",1,1,0,,,
"assists","+",1,1,1,,,
"assesses","+",0,1,0,,,
"lasts","+",1,0,0,,,
"flanks","+",0,1,1,,,
"stomps","+",1,0,1,,,
"chokes on","-",0,-1,0,,,
"piles","+",0,1,1,,,
"deserves","-",-1,-1,-1,,,
"mingles","+",1,0,1,,,
"slams","+",1,0,1,,,
"greets","=",0,1,-1,,,
"shins","=",1,0,-1,,,
"wonders","-",0,0,-1,,,
"bleeds","-",-1,-1,-1,,,
"exaggerates","+",0,0,1,,,
"rats on","+",1,0,1,,,
"harasses","+",1,1,0,,,
"frames","+",1,0,0,,,
"rolls","+",1,1,1,,,
"smells","-",-1,-1,1,,,
"inspects","+",0,0,1,,,
"careens","+",1,1,0,,,
"rows","+",1,1,-1,,,
"lives on","-",-1,0,0,,,
"bores","=",1,0,-1,,,
"handles","+",1,0,1,,,
"caresses","+",1,0,1,,,
"impresses","-",0,-1,0,,,
"rails against","+",1,0,1,,,
"besieges","+",1,1,1,,,
"opens","+",1,1,1,,,
"files","+",1,1,1,,,
"inches","=",0,-1,1,,,
"governs","+",1,1,0,,,
"dips","+",0,1,1,,,
"reiterates","=",1,0,-1,,,
"relaxes","-",-1,-1,-1,,,
"flickers","=",-1,1,0,,,
"fades","-",1,-1,-1,,,
"transmits","+",1,0,0,,,
"burrows","+",1,1,1,,,
"fries","+",1,1,1,,,
"clips","+",1,1,1,,,
"estimates","-",0,0,-1,,,
"hitches","+",1,1,1,,,
"strands","+",1,1,1,,,
"soars","+",0,1,1,,,
"associates","+",1,0,0,,,
"talks to","+",0,0,1,,,
"presides","+",1,0,1,,,
"fishes for","+",1,1,1,,,
"defines","+",0,1,1,,,
"emanates","+",0,1,0,,,
"disappoints","+",0,1,0,,,
"rains","+",0,1,1,,,
"swats","+",1,1,1,,,
"pecks","+",1,1,1,,,
"fears","-",0,-1,0,,,
"backs","+",0,1,0,,,
"scrutinizes","+",1,0,0,,,
"excuses","=",1,0,-1,,,
"scraps","+",1,1,1,,,
"sails","+",1,1,0,,,
"dashes","+",1,1,-1,,,
"smiles","+",0,1,1,,,
"generates","+",1,1,0,,,
"intensifies","+",0,1,1,,,
"visits","+",1,1,1,,,
"develops","+",1,0,1,,,
"prepares","+",1,1,1,0,1,0
"sides","=",1,0,-1,,,
"forgives","+",1,0,1,,,
"suffers","-",0,0,-1,,,
"implies","-",-1,0,0,,,
"blinks","=",1,-1,0,,,
"offers to","+",0,0,1,,,
"departs","+",0,1,0,,,
"heats","+",1,1,1,,,
"demonstrates","+",1,1,0,,,
"amuses","+",0,1,0,,,
"bleaches","+",1,1,1,,,
"humiliates","+",1,1,1,,,
"requires","=",0,1,-1,,,
"rescues","+",1,1,1,,,
"discards","+",1,1,0,,,
"illustrates","+",1,1,0,,,
"melts","+",1,1,1,,,
"hooks","+",0,0,1,,,
"results","=",1,-1,0,,,
"stops","+",1,1,1,,,
"winds","+",1,1,1,,,
"centers","+",1,1,0,,,
"issues","+",1,1,1,,,
"excludes","+",1,1,1,,,
"gyrates","+",1,0,0,,,
"testifies","+",1,0,0,,,
"focuses on","=",0,0,0,,,
"glows","-",-1,-1,0,,,
"helps","+",1,0,1,,,
"applies to","-",-1,-1,1,,,
"fences","+",0,1,1,,,
"overlaps","=",1,-1,0,,,
"manipulates","+",1,1,1,,,
"continues","+",0,0,1,,,
"wishes","-",-1,0,-1,,,
"chooses","+",0,1,0,,,
"huddles","+",1,0,0,,,
"ticks off","=",0,0,0,,,
"exits","+",1,1,1,,,
"positions","+",1,1,1,,,
"notes","=",0,0,0,,,
"underscores","+",1,1,-1,,,
"attempts","+",1,0,1,,,
"deals","+",1,1,1,,,
"comforts","+",1,0,0,,,
"encloses","=",-1,0,1,,,
"plows","+",1,1,1,,,
"folds","+",1,1,1,,,
"boots","+",0,1,1,,,
"compensates","+",1,0,1,,,
"concludes","+",1,0,1,,,
"honors","+",0,0,1,,,
"plays","+",1,1,1,,,
"sweats","-",0,-1,0,,,
"shivers","=",0,0,0,,,
"prompts","+",0,1,1,,,
"portrays","+",1,0,0,,,
"wiggles","+",1,0,1,,,
"worships","+",1,0,0,,,
"lolls","-",-1,1,-1,,,
"expresses","=",1,0,-1,,,
"drools","-",0,0,-1,,,
"focuses","+",1,1,0,,,
"desires","-",-1,-1,0,,,
"touches","+",1,1,1,,,
"objects","+",0,1,0,,,
"submerges","+",1,1,1,,,
"stalks","+",1,1,1,,,
"adjusts","+",1,1,0,,,
"shades","+",0,0,1,,,
"haunts","-",0,0,-1,,,
"suggests","+",1,0,0,,,
"oversees","+",1,0,0,,,
"merges","+",1,1,1,,,
"makes","+",1,0,0,,,
"involves","+",0,1,0,,,
"addresses","-",-1,-1,1,,,
"scales","+",1,0,1,,,
"apologizes to","+",1,1,0,,,
"offends","+",1,0,0,,,
"hyperventilates","=",0,-1,1,,,
"names","+",1,0,1,,,
"composes","+",1,1,1,,,
"boasts","+",1,1,0,0,0,1
"links","+",1,1,0,,,
"clatters","+",1,1,-1,,,
"remains","-",-1,-1,-1,,,
"pauses","-",-1,-1,-1,,,
"ices","+",1,1,1,,,
"congratulates","=",1,-1,0,,,
"reflects","-",1,-1,-1,,,
"becomes","+",0,0,1,,,
"salvages","+",1,1,1,,,
"reloads","+",1,1,1,,,
"whisks","+",1,1,1,,,
"detects","+",1,0,0,,,
"balls","+",1,0,1,,,
"fulfils","+",0,1,0,,,
"slaps","+",1,1,1,,,
"insists","+",0,0,1,,,
"measures","+",1,1,0,,,
"arches","+",1,0,0,,,
"splinters","+",1,1,1,,,
"stabilizes","+",1,1,1,,,
"swarms","+",1,0,1,,,
"drops","+",1,1,-1,,,
"rids","+",0,1,0,,,
"salutes","+",1,0,1,,,
"admires","=",0,0,0,,,
"ushers","=",0,-1,1,,,
"escapes","+",1,1,1,,,
"raps","+",-1,1,1,,,
"introduces","+",0,1,1,,,
"echos","=",1,0,-1,,,
"reserves","+",1,0,1,,,
"nears","+",1,0,0,,,
"employs","+",1,1,0,,,
"bones","+",1,1,1,,,
"paws","+",1,0,1,,,
"clogs","+",1,1,1,,,
"locates","+",0,1,0,,,
"holds","+",0,1,1,,,
"grimaces","-",-1,0,-1,,,
"varies","-",0,0,-1,,,
"unites","+",0,1,1,,,
"swivels","+",1,0,0,,,
"mumbles","+",1,0,0,,,
"conquers","+",1,1,1,,,
"tailors","+",1,1,1,,,
"blocks","+",1,1,1,,,
"pockets","=",1,-1,0,,,
"billows","+",1,1,-1,,,
"waters","+",1,1,0,,,
"masks","+",1,0,1,,,
"throbs","-",-1,0,-1,,,
"recognizes","-",0,0,-1,,,
"fits","+",1,0,0,,,
"ties","+",0,1,1,,,
"immerses","+",1,0,1,,,
"improvises","+",1,0,1,,,
"spatters","=",1,0,-1,,,
"regains","+",1,1,0,,,
"gulps","+",1,1,1,,,
"straps","+",1,1,1,,,
"lines","+",1,1,-1,,,
"prays","=",1,0,-1,,,
"advocates","+",0,1,0,,,
"marvels at","=",0,0,0,,,
"scrubs","+",1,1,1,,,
"volunteers","+",0,0,1,,,
"spreads","+",0,1,1,,,
"produces","+",1,1,1,,,
"contaminates","=",0,1,-1,,,
"tiptoes","+",1,0,0,,,
"waltzes","+",1,1,1,,,
"pulses","=",-1,0,1,,,
"directs","+",1,1,1,,,
"fires at","+",1,1,1,,,
"shreds","+",1,1,0,,,
"enacts","+",1,1,1,,,
"swigs","+",1,1,0,,,
"boosts","+",1,1,0,,,
"twirls","+",1,1,-1,,,
"ships","+",1,1,1,,,
"shuffles","+",1,0,1,,,
"revives","+",1,1,1,,,
"clusters","+",1,0,1,,,
"crowds","+",0,1,0,,,
"diverts","+",0,1,1,,,
"designs","+",1,0,1,,,
"chills","=",1,0,-1,,,
"surrounds","+",1,1,0,,,
"runs","+",1,0,1,,,
"tickles","+",1,1,0,,,
"hands","+",0,0,1,,,
"snoops","+",1,0,0,,,
"outlines","+",1,1,-1,,,
"stitches","+",1,1,0,,,
"accompanies","=",1,0,-1,,,
"divides","+",1,1,1,,,
"expels","+",1,1,1,,,
"rockets","+",1,1,0,,,
"sneezes","+",1,0,0,,,
"traces","+",0,1,1,,,
"aggravates","+",1,0,1,,,
"indulges","=",1,0,-1,,,
"books","+",1,0,1,,,
"steadies","+",1,0,1,,,
"blesses","+",0,1,0,,,
"racks up","+",0,1,1,,,
"respects","=",1,0,-1,,,
"sobs","-",0,0,-1,,,
"mediates","+",0,1,0,,,
"mats","=",1,0,-1,,,
"disgusts","-",-1,0,-1,,,
"announces","+",1,0,0,,,
"integrates","+",1,1,0,,,
"frowns","+",0,1,0,,,
"grits","+",1,1,0,,,
"supports","+",0,0,1,,,
"pours","+",1,1,0,,,
"yawns","=",1,-1,0,,,
"reacts","+",0,1,0,,,
"maintains","+",1,1,0,,,
"approaches","+",1,1,1,,,
"intrudes","+",1,1,1,,,
"retrieves","+",1,1,1,,,
"latches","=",0,-1,1,,,
"scars","+",1,1,1,,,
"times","+",1,0,0,,,
"mesmerizes","=",0,1,-1,,,
"cures","+",1,1,1,,,
"dismantles","+",1,1,1,,,
"resumes","=",1,0,-1,,,
"repeats","+",1,0,0,,,
"deprives","+",1,1,0,,,
"succeeds","+",1,0,0,,,
"comprehends","+",1,0,0,,,
"yells","+",1,1,0,,,
"reaches","+",0,1,0,,,
"blows","+",0,1,1,,,
"steams","+",1,1,1,,,
"braces","+",1,1,0,,,
"paves","+",0,1,1,,,
"laps","+",-1,1,1,,,
"behaves","=",-1,0,1,,,
"adjoins","+",0,1,0,,,
"ripples","+",1,0,0,,,
"retreats","=",-1,1,0,,,
"rigs","+",1,1,0,,,
"chases","+",1,0,1,,,
"adopts","+",1,1,0,,,
"interests","-",-1,-1,0,,,
"terminates","+",1,1,1,,,
"lists","+",0,1,0,,,
"detains","+",1,1,1,,,
"slides","=",0,0,0,,,
"regards","-",-1,0,0,,,
"applauds","+",0,1,0,,,
"completes","+",1,0,0,,,
"noses","+",-1,1,1,,,
"punctures","+",1,0,1,,,
"distinguishes","+",1,0,0,,,
"abolishes","+",1,1,1,,,
"bashes","+",1,1,1,,,
"loves","+",0,0,1,,,
"tortures","+",1,1,1,,,
"flashes","=",0,-1,1,,,
"spurs","+",1,1,0,,,
"faints","-",-1,-1,-1,,,
"fusses over","+",1,0,1,,,
"shrinks","+",1,1,1,,,
"wakes","+",1,1,0,,,
"poisons","+",1,1,1,,,
"curves","-",-1,1,-1,,,
"enforces","+",0,1,1,,,
"ponders","-",0,-1,-1,,,
"sings","+",1,0,1,1,1,1
"demolishes","+",1,1,1,,,
"lops","+",0,1,1,,,
"cranes","+",0,0,1,,,
"mills","+",0,0,1,,,
"parks","+",1,1,1,,,
"provokes","+",1,1,0,,,
"rearranges","+",0,1,1,,,
"concerns","=",-1,1,0,,,
"pursues","+",0,0,1,,,
"realizes","-",0,0,-1,,,
"lectures","+",0,1,1,1,1,1
"fuels","=",1,0,-1,,,
"asserts","+",1,0,0,,,
"repays","+",1,1,-1,,,
"scrambles","+",1,1,0,,,
"ignites","+",1,1,1,,,
"propels","+",1,1,1,,,
"pleases","-",0,0,-1,,,
"superimposes","+",1,1,1,,,
"backhands","+",1,1,1,,,
"agrees","=",1,0,-1,,,
"taps","=",1,0,-1,,,
"mugs","+",1,0,1,,,
"hops","+",1,0,0,,,
"endangers","=",1,0,-1,,,
"combs","+",1,1,1,,,
"fumbles","=",0,0,0,,,
"controls","+",1,1,1,,,
"softens","+",1,1,1,,,
"buttons","=",-1,1,0,,,
"bases","+",1,1,-1,,,
"surfs","+",1,1,1,,,
"digests","+",1,0,0,,,
"rends","+",0,1,1,,,
"photographs","+",1,0,1,,,
"gnaws","+",1,-1,1,,,
"skims","+",0,0,1,,,
"means","-",0,0,-1,,,
"flattens","+",1,1,1,,,
"yelps","+",0,1,0,,,
"sues","+",1,1,1,,,
"joins","+",1,0,0,,,
"exchanges","+",1,0,0,,,
"chips","+",1,1,0,,,
"sorts","+",1,1,1,,,
"processes","+",1,0,0,,,
"coaxes","+",1,1,1,,,
"embroiders","+",1,1,1,,,
"dishevels","+",0,0,1,,,
"shields","+",1,1,1,,,
"tunes","+",0,1,1,,,
"mutes","+",1,1,1,,,
"marries","+",1,1,0,,,
"looks","=",0,0,0,,,
"buzzes","+",1,0,0,,,
"accuses","+",1,1,1,,,
"heightens","+",1,0,1,,,
"cuts","+",1,1,1,,,
"bears","+",1,0,1,,,
"awaits","-",-1,0,-1,,,
"closes","+",1,1,1,,,
"puts","=",-1,1,0,,,
"frustrates","+",0,1,0,,,
"exerts","+",1,1,0,,,
"flicks","+",1,1,1,,,
"pants","=",-1,1,0,,,
"ends","+",1,1,1,,,
"rinses","+",1,1,1,,,
"scrolls","=",1,0,-1,,,
"spares","+",1,1,1,,,
"abuses","+",1,1,1,,,
"strides","+",1,1,1,,,
"nudges","+",1,0,1,,,
"rejoins","+",0,0,1,,,
"reappears","+",1,0,0,,,
"unbuckles","+",1,1,1,,,
"commands","+",1,1,1,,,
"limits","+",1,1,1,,,
"minds","=",0,0,0,,,
"rams","+",1,1,1,,,
"strains","+",1,1,1,,,
"figures","+",1,0,0,,,
"purrs","=",0,1,-1,,,
"attributes","-",1,-1,-1,,,
"invites","=",-1,0,1,,,
"grounds","+",1,0,1,,,
"withdraws","+",1,0,0,,,
"torments","+",1,1,1,,,
"pounces","+",1,1,1,,,
"curls","+",1,1,1,,,
"ricochets","+",1,0,0,,,
"coordinates","+",1,1,0,,,
"confronts","+",1,0,1,,,
"conceals","+",0,1,1,,,
"wills","+",0,0,1,,,
"copies","+",1,0,0,,,
"responds","+",1,0,0,0,1,0
"outlaws","+",1,1,1,,,
"pulsates","=",1,-1,0,,,
"sidesteps","+",1,1,1,,,
"attends","=",1,0,-1,,,
"sidles up to","+",0,0,1,,,
"erases","+",1,0,1,,,
"bellows","+",0,0,1,,,
"wrings","+",1,1,-1,,,
"negotiates","+",1,0,0,,,
"juggles","+",1,1,1,,,
"shoulders","+",0,0,1,,,
"senses","-",0,-1,0,,,
"finishes","+",1,1,1,,,
"interrupts","+",1,1,0,,,
"perplexes","-",0,0,-1,,,
"confers","+",1,1,0,,,
"angles","=",-1,1,0,,,
"kicks","+",1,1,1,,,
"undergos","-",-1,0,0,,,
"encircles","+",1,1,1,,,
"disapproves of","=",0,0,0,,,
"adores","=",-1,1,0,,,
"promotes","+",1,0,1,,,
"readies","+",1,1,0,,,
"owns","=",0,0,0,,,
"disarms","+",1,1,1,,,
"inherits","-",-1,-1,-1,,,
"examines","=",0,0,0,,,
"streams","+",0,0,1,,,
"inflicts","+",1,1,0,,,
"nods to","+",1,0,1,,,
"drips","+",1,0,0,,,
"rips","+",1,1,1,,,
"agonizes","-",0,-1,0,,,
"claps","+",0,1,1,,,
"bucks","+",1,1,1,,,
"sits","-",-1,-1,-1,,,
"glistens","-",-1,-1,-1,,,
"weathers","+",1,0,1,,,
"chants","+",1,0,0,,,
"parts","+",1,1,1,,,
"glares","+",1,0,1,,,
"brandishes","+",0,1,0,,,
"gets","+",0,0,1,,,
"whirs","+",1,1,1,,,
"discourages","+",1,0,0,,,
"elbows","+",1,1,1,,,
"dents","+",1,1,1,,,
"speaks to","+",0,1,0,1,0,0
"injures","+",1,1,1,,,
"conceives","+",0,1,0,,,
"steals","+",1,0,1,,,
"obstructs","+",0,1,1,,,
"undertakes","+",1,0,1,,,
"realises","=",0,0,0,,,
"disappears","+",1,1,-1,,,
"amends","+",1,1,1,,,
"drowns","+",1,1,1,,,
"advertises","=",0,1,-1,,,
"stores","+",0,1,0,,,
"cloaks","=",1,0,-1,,,
"cries","=",0,0,0,,,
"clocks","-",0,-1,0,,,
"predicts","=",1,-1,0,,,
"seats","+",1,0,1,,,
"rambles","+",0,0,1,,,
"spells","=",1,0,-1,,,
"raves","+",1,0,0,,,
"lures","+",1,1,1,,,
"deposits","+",0,1,0,,,
"extends","+",1,1,1,,,
"spirals","+",1,0,0,,,
"jars","+",0,1,0,,,
"tests","+",0,1,1,,,
"complies","+",1,0,1,,,
"reacts to","+",1,0,0,,,
"whispers","+",1,0,1,,,
"increases","+",0,1,0,,,
"resolves","+",-1,1,1,,,
"crushes","+",1,1,1,,,
"devises","+",1,1,1,,,
"sizes","=",0,0,0,,,
"rots","-",-1,-1,-1,,,
"pries","=",0,-1,1,,,
"loses","=",-1,1,0,,,
"displaces","+",0,0,1,,,
"works","+",1,1,0,,,
"lends","=",-1,1,0,,,
"roasts","+",1,1,1,,,
"whines","=",1,-1,0,,,
"scatters","+",1,1,0,,,
"leers","-",1,-1,-1,,,
"stuffs","+",1,1,1,,,
"beeps","+",1,0,0,,,
"scurries","+",1,0,1,,,
"scares","+",0,1,0,,,
"revs","+",1,1,1,,,
"happens","-",-1,-1,-1,,,
"moves on","+",0,1,1,,,
"solicits","+",1,1,0,,,
"heals","+",1,1,1,,,
"injects","+",1,1,1,,,
"chains","+",1,1,1,,,
"brims","+",1,0,0,,,
"chokes","+",1,1,1,,,
"hurls","+",1,1,1,,,
"zips","+",1,0,1,,,
"startles","+",1,0,0,,,
"stows","+",1,0,1,,,
"whacks","+",1,1,1,,,
"sways","+",0,1,0,,,
"boards","+",1,0,0,,,
"crumbles","-",-1,0,0,,,
"eases","+",0,1,1,,,
"persuades","+",1,1,1,,,
"cleans","+",1,1,1,,,
"carries","+",1,1,1,,,
"whistles","+",1,1,0,,,
"stakes","+",0,0,1,,,
"cultivates","+",1,1,1,,,
"letters","+",1,0,1,,,
"warrants","=",1,-1,0,,,
"submits","+",1,1,1,1,1,1
"zooms","+",1,0,0,,,
"withholds","+",1,1,1,,,
"soaks","+",1,1,0,,,
"polishes","+",1,1,1,,,
"treads","+",1,0,1,,,
"obliterates","+",1,1,1,,,
"permits","+",1,1,1,,,
"weeps","-",0,-1,0,,,
"spots","-",-1,-1,0,,,
"rushes","+",1,1,0,,,
"restricts","+",0,1,1,,,
"appals","=",1,0,-1,,,
"resists","+",1,1,0,,,
"notices","=",0,-1,1,,,
"insures","+",1,0,0,,,
"reminds","+",1,0,0,,,
"disengages","+",1,0,0,,,
"writhes","=",0,0,0,,,
"courts","=",0,0,0,,,
"delivers","+",1,1,-1,,,
"squirms","=",1,-1,0,,,
"places","+",1,1,0,,,
"relents","+",0,0,1,,,
"tosses","+",1,1,1,,,
"strengthens","+",1,0,1,,,
"trips on","-",-1,-1,-1,,,
"intersects","=",0,-1,1,,,
"nurses","+",1,1,1,,,
"recounts","=",0,0,0,,,
"kisses","+",0,1,1,,,
"upsets","+",1,0,0,,,
"enlists","+",0,1,1,,,
"beats","+",1,1,1,,,
"proceeds","+",1,0,0,,,
"functions","+",0,1,1,,,
"scowls","+",1,0,0,,,
"dismounts","+",1,1,1,,,
"cashes","+",1,1,1,,,
"smears","+",0,1,0,,,
"roars","+",1,0,1,,,
"compares","=",1,0,-1,,,
"immobilizes","+",1,1,0,,,
"overwhelms","+",0,1,1,,,
"clicks","+",1,0,0,,,
"dresses","+",1,1,1,,,
"convicts","+",1,1,1,,,
"conveys","+",0,1,0,,,
"obsesses over","=",0,0,0,,,
"insults","+",1,1,0,,,
"toasts","+",1,1,0,,,
"acquits","+",1,1,1,,,
"searches","+",1,1,0,,,
"ranks","+",1,1,0,,,
"chalks","+",1,0,0,,,
"bakes","+",1,1,0,,,
"hikes","=",1,0,-1,,,
"trims","+",1,1,1,,,
"expands","+",1,0,0,,,
